Longitude,Latitude,Tiff_Width,Tiff_Height
55.36,-3.6,21440.0,14440.0
55.2,-3.71,20800.0,14880.0
55.66,-3.79,22640.0,15200.0
55.67,-3.79,22680.0,15200.0
55.66,-3.8000000000000003,22640.0,15240.0
55.36,-3.83,21440.0,15360.0
55.27,-3.9,21080.0,15640.0
55.83,-3.9,23320.0,15640.0
55.66,-4.2,22640.0,16840.0
55.65,-4.21,22600.0,16880.0
55.66,-4.21,22640.0,16880.0
55.67,-4.25,22680.0,17040.0
55.71,-4.2700000000000005,22840.0,17120.0
55.72,-4.2700000000000005,22880.0,17120.0
55.730000000000004,-4.2700000000000005,22920.0,17120.0
55.74,-4.2700000000000005,22960.0,17120.0
55.7,-4.28,22800.0,17160.0
55.71,-4.28,22840.0,17160.0
55.730000000000004,-4.28,22920.0,17160.0
55.74,-4.28,22960.0,17160.0
55.86,-4.28,23440.0,17160.0
55.87,-4.28,23480.0,17160.0
55.67,-4.29,22680.0,17200.0
55.68,-4.29,22720.0,17200.0
55.7,-4.29,22800.0,17200.0
55.71,-4.29,22840.0,17200.0
55.730000000000004,-4.29,22920.0,17200.0
55.86,-4.29,23440.0,17200.0
55.87,-4.29,23480.0,17200.0
55.67,-4.3,22680.0,17240.0
55.71,-4.3,22840.0,17240.0
55.72,-4.3,22880.0,17240.0
55.730000000000004,-4.3,22920.0,17240.0
55.74,-4.3,22960.0,17240.0
55.730000000000004,-4.3100000000000005,22920.0,17280.0
55.75,-4.3100000000000005,23000.0,17280.0
55.76,-4.3100000000000005,23040.0,17280.0
55.78,-4.3100000000000005,23120.0,17280.0
55.86,-4.3100000000000005,23440.0,17280.0
55.68,-4.32,22720.0,17320.0
55.71,-4.32,22840.0,17320.0
55.75,-4.32,23000.0,17320.0
55.76,-4.32,23040.0,17320.0
55.78,-4.32,23120.0,17320.0
55.65,-4.33,22600.0,17360.0
55.72,-4.33,22880.0,17360.0
55.75,-4.33,23000.0,17360.0
55.76,-4.33,23040.0,17360.0
55.77,-4.33,23080.0,17360.0
55.78,-4.33,23120.0,17360.0
55.79,-4.33,23160.0,17360.0
55.88,-4.33,23520.0,17360.0
55.91,-4.33,23640.0,17360.0
55.92,-4.33,23680.0,17360.0
55.72,-4.34,22880.0,17400.0
55.78,-4.34,23120.0,17400.0
55.83,-4.34,23320.0,17400.0
55.84,-4.34,23360.0,17400.0
55.84,-4.3500000000000005,23360.0,17440.0
55.85,-4.3500000000000005,23400.0,17440.0
55.76,-4.36,23040.0,17480.0
55.84,-4.36,23360.0,17480.0
55.230000000000004,-4.39,20920.0,17600.0
55.2,-4.46,20800.0,17880.0
55.21,-4.46,20840.0,17880.0
55.230000000000004,-4.46,20920.0,17880.0
55.24,-4.46,20960.0,17880.0
55.2,-4.47,20800.0,17920.0
55.2,-4.48,20800.0,17960.0
55.21,-4.48,20840.0,17960.0
55.24,-4.48,20960.0,17960.0
55.25,-4.48,21000.0,17960.0
55.22,-4.49,20880.0,18000.0
55.25,-4.49,21000.0,18000.0
55.24,-4.5,20960.0,18040.0
55.45,-4.5600000000000005,21800.0,18280.0
55.45,-4.57,21800.0,18320.0
55.46,-4.57,21840.0,18320.0
55.76,-4.57,23040.0,18320.0
55.93,-4.57,23720.0,18320.0
55.94,-4.57,23760.0,18320.0
55.43,-4.58,21720.0,18360.0
55.44,-4.58,21760.0,18360.0
55.94,-4.58,23760.0,18360.0
55.44,-4.59,21760.0,18400.0
55.45,-4.59,21800.0,18400.0
55.46,-4.59,21840.0,18400.0
55.49,-4.59,21960.0,18400.0
55.43,-4.6000000000000005,21720.0,18440.0
55.45,-4.6000000000000005,21800.0,18440.0
55.46,-4.6000000000000005,21840.0,18440.0
55.47,-4.6000000000000005,21880.0,18440.0
55.5,-4.6000000000000005,22000.0,18440.0
55.41,-4.61,21640.0,18480.0
55.42,-4.61,21680.0,18480.0
55.52,-4.61,22080.0,18480.0
55.37,-4.62,21480.0,18520.0
55.39,-4.62,21560.0,18520.0
55.41,-4.62,21640.0,18520.0
55.47,-4.62,21880.0,18520.0
55.36,-4.63,21440.0,18560.0
55.38,-4.63,21520.0,18560.0
55.39,-4.63,21560.0,18560.0
55.4,-4.63,21600.0,18560.0
55.41,-4.63,21640.0,18560.0
55.43,-4.63,21720.0,18560.0
55.46,-4.63,21840.0,18560.0
55.480000000000004,-4.63,21920.0,18560.0
55.5,-4.63,22000.0,18560.0
55.36,-4.64,21440.0,18600.0
55.43,-4.64,21720.0,18600.0
55.44,-4.64,21760.0,18600.0
55.45,-4.64,21800.0,18600.0
55.5,-4.64,22000.0,18600.0
55.36,-4.65,21440.0,18640.0
55.37,-4.65,21480.0,18640.0
55.38,-4.65,21520.0,18640.0
55.44,-4.65,21760.0,18640.0
55.45,-4.65,21800.0,18640.0
55.46,-4.65,21840.0,18640.0
55.47,-4.65,21880.0,18640.0
55.37,-4.66,21480.0,18680.0
55.39,-4.66,21560.0,18680.0
55.4,-4.66,21600.0,18680.0
55.41,-4.66,21640.0,18680.0
55.5,-4.66,22000.0,18680.0
55.51,-4.66,22040.0,18680.0
55.53,-4.66,22120.0,18680.0
55.39,-4.67,21560.0,18720.0
55.42,-4.67,21680.0,18720.0
55.45,-4.67,21800.0,18720.0
55.47,-4.67,21880.0,18720.0
55.51,-4.67,22040.0,18720.0
55.4,-4.68,21600.0,18760.0
55.43,-4.68,21720.0,18760.0
55.45,-4.68,21800.0,18760.0
55.480000000000004,-4.68,21920.0,18760.0
55.49,-4.68,21960.0,18760.0
55.5,-4.68,22000.0,18760.0
55.52,-4.68,22080.0,18760.0
55.53,-4.68,22120.0,18760.0
55.46,-4.69,21840.0,18800.0
55.46,-4.7,21840.0,18840.0
55.480000000000004,-4.7,21920.0,18840.0
55.52,-4.7,22080.0,18840.0
55.47,-4.71,21880.0,18880.0
55.52,-4.71,22080.0,18880.0
55.47,-4.72,21880.0,18920.0
55.52,-4.72,22080.0,18920.0
55.49,-4.73,21960.0,18960.0
55.51,-4.73,22040.0,18960.0
55.53,-4.73,22120.0,18960.0
55.47,-4.74,21880.0,19000.0
55.51,-4.74,22040.0,19000.0
55.47,-4.75,21880.0,19040.0
55.480000000000004,-4.75,21920.0,19040.0
55.46,-4.76,21840.0,19080.0
55.480000000000004,-4.76,21920.0,19080.0
55.51,-4.76,22040.0,19080.0
55.49,-4.7700000000000005,21960.0,19120.0
55.52,-4.7700000000000005,22080.0,19120.0
55.5,-4.78,22000.0,19160.0
55.52,-4.78,22080.0,19160.0
55.53,-4.78,22120.0,19160.0
55.49,-4.79,21960.0,19200.0
55.5,-4.79,22000.0,19200.0
55.51,-4.79,22040.0,19200.0
55.5,-4.8,22000.0,19240.0
55.52,-4.8,22080.0,19240.0
53.16,-4.99,12640.0,20000.0
53.15,-5.0,12600.0,20040.0
53.16,-5.0,12640.0,20040.0
53.17,-5.0,12680.0,20040.0
53.18,-5.0,12720.0,20040.0
53.19,-5.0,12760.0,20040.0
53.2,-5.0,12800.0,20040.0
53.21,-5.0,12840.0,20040.0
53.22,-5.0,12880.0,20040.0
53.23,-5.0,12920.0,20040.0
53.15,-5.01,12600.0,20080.0
53.16,-5.01,12640.0,20080.0
53.17,-5.01,12680.0,20080.0
53.18,-5.01,12720.0,20080.0
53.19,-5.01,12760.0,20080.0
53.2,-5.01,12800.0,20080.0
53.22,-5.01,12880.0,20080.0
53.23,-5.01,12920.0,20080.0
53.24,-5.01,12960.0,20080.0
53.25,-5.01,13000.0,20080.0
53.26,-5.01,13040.0,20080.0
53.27,-5.01,13080.0,20080.0
53.28,-5.01,13120.0,20080.0
53.29,-5.01,13160.0,20080.0
53.3,-5.01,13200.0,20080.0
53.14,-5.0200000000000005,12560.0,20120.0
53.15,-5.0200000000000005,12600.0,20120.0
53.22,-5.0200000000000005,12880.0,20120.0
53.24,-5.0200000000000005,12960.0,20120.0
53.25,-5.0200000000000005,13000.0,20120.0
53.26,-5.0200000000000005,13040.0,20120.0
53.27,-5.0200000000000005,13080.0,20120.0
53.29,-5.0200000000000005,13160.0,20120.0
53.3,-5.0200000000000005,13200.0,20120.0
53.31,-5.0200000000000005,13240.0,20120.0
53.32,-5.0200000000000005,13280.0,20120.0
53.33,-5.0200000000000005,13320.0,20120.0
53.34,-5.0200000000000005,13360.0,20120.0
53.35,-5.0200000000000005,13400.0,20120.0
53.36,-5.0200000000000005,13440.0,20120.0
53.37,-5.0200000000000005,13480.0,20120.0
