Longitude,Latitude,Tiff_Width,Tiff_Height
-128.36,-24.14,6560.0,16600.0
-128.35,-24.14,6600.0,16600.0
-128.34,-24.14,6640.0,16600.0
-128.33,-24.14,6680.0,16600.0
-128.32,-24.14,6720.0,16600.0
-128.31,-24.14,6760.0,16600.0
-128.3,-24.14,6800.0,16600.0
-128.29,-24.14,6840.0,16600.0
-128.28,-24.14,6880.0,16600.0
-128.27,-24.14,6920.0,16600.0
-128.26,-24.14,6960.0,16600.0
-128.4,-24.15,6400.0,16640.0
-128.39,-24.15,6440.0,16640.0
-128.38,-24.15,6480.0,16640.0
-128.37,-24.15,6520.0,16640.0
-128.36,-24.15,6560.0,16640.0
-128.35,-24.15,6600.0,16640.0
-128.34,-24.15,6640.0,16640.0
-128.33,-24.15,6680.0,16640.0
-128.32,-24.15,6720.0,16640.0
-128.31,-24.15,6760.0,16640.0
-128.3,-24.15,6800.0,16640.0
-128.29,-24.15,6840.0,16640.0
-128.28,-24.15,6880.0,16640.0
-128.27,-24.15,6920.0,16640.0
-128.26,-24.15,6960.0,16640.0
-128.25,-24.15,7000.0,16640.0
-128.24,-24.15,7040.0,16640.0
-128.4,-24.16,6400.0,16680.0
-128.38,-24.16,6480.0,16680.0
-128.37,-24.16,6520.0,16680.0
-128.36,-24.16,6560.0,16680.0
-128.35,-24.16,6600.0,16680.0
-128.34,-24.16,6640.0,16680.0
-128.33,-24.16,6680.0,16680.0
-128.32,-24.16,6720.0,16680.0
-128.31,-24.16,6760.0,16680.0
-128.3,-24.16,6800.0,16680.0
-128.29,-24.16,6840.0,16680.0
-128.28,-24.16,6880.0,16680.0
-128.27,-24.16,6920.0,16680.0
-128.26,-24.16,6960.0,16680.0
-128.25,-24.16,7000.0,16680.0
-128.24,-24.16,7040.0,16680.0
-128.23,-24.16,7080.0,16680.0
-128.22,-24.16,7120.0,16680.0
-128.44,-24.17,6240.0,16720.0
-128.42,-24.17,6320.0,16720.0
-128.41,-24.17,6360.0,16720.0
-128.4,-24.17,6400.0,16720.0
-128.38,-24.17,6480.0,16720.0
-128.37,-24.17,6520.0,16720.0
-128.36,-24.17,6560.0,16720.0
-128.35,-24.17,6600.0,16720.0
-128.34,-24.17,6640.0,16720.0
-128.33,-24.17,6680.0,16720.0
-128.32,-24.17,6720.0,16720.0
-128.31,-24.17,6760.0,16720.0
-128.3,-24.17,6800.0,16720.0
-128.29,-24.17,6840.0,16720.0
-128.28,-24.17,6880.0,16720.0
-128.27,-24.17,6920.0,16720.0
-128.26,-24.17,6960.0,16720.0
-128.25,-24.17,7000.0,16720.0
-128.24,-24.17,7040.0,16720.0
-128.23,-24.17,7080.0,16720.0
-128.22,-24.17,7120.0,16720.0
-128.21,-24.17,7160.0,16720.0
-128.2,-24.17,7200.0,16720.0
-128.45,-24.18,6200.0,16760.0
-128.44,-24.18,6240.0,16760.0
-128.43,-24.18,6280.0,16760.0
-128.42,-24.18,6320.0,16760.0
-128.41,-24.18,6360.0,16760.0
-128.4,-24.18,6400.0,16760.0
-128.39,-24.18,6440.0,16760.0
-128.38,-24.18,6480.0,16760.0
-128.37,-24.18,6520.0,16760.0
-128.36,-24.18,6560.0,16760.0
-128.35,-24.18,6600.0,16760.0
-128.33,-24.18,6680.0,16760.0
-128.32,-24.18,6720.0,16760.0
-128.31,-24.18,6760.0,16760.0
-128.3,-24.18,6800.0,16760.0
-128.29,-24.18,6840.0,16760.0
-128.28,-24.18,6880.0,16760.0
-128.27,-24.18,6920.0,16760.0
-128.26,-24.18,6960.0,16760.0
-128.25,-24.18,7000.0,16760.0
-128.24,-24.18,7040.0,16760.0
-128.23,-24.18,7080.0,16760.0
-128.21,-24.18,7160.0,16760.0
-128.2,-24.18,7200.0,16760.0
-128.19,-24.18,7240.0,16760.0
-128.47,-24.19,6120.0,16800.0
-128.45,-24.19,6200.0,16800.0
-128.44,-24.19,6240.0,16800.0
-128.43,-24.19,6280.0,16800.0
-128.42,-24.19,6320.0,16800.0
-128.41,-24.19,6360.0,16800.0
-128.4,-24.19,6400.0,16800.0
-128.39,-24.19,6440.0,16800.0
-128.38,-24.19,6480.0,16800.0
-128.37,-24.19,6520.0,16800.0
-128.33,-24.19,6680.0,16800.0
-128.32,-24.19,6720.0,16800.0
-128.31,-24.19,6760.0,16800.0
-128.3,-24.19,6800.0,16800.0
-128.28,-24.19,6880.0,16800.0
-128.27,-24.19,6920.0,16800.0
-128.26,-24.19,6960.0,16800.0
-128.25,-24.19,7000.0,16800.0
-128.24,-24.19,7040.0,16800.0
-128.22,-24.19,7120.0,16800.0
-128.21,-24.19,7160.0,16800.0
-128.18,-24.19,7280.0,16800.0
-128.48,-24.2,6080.0,16840.0
-128.47,-24.2,6120.0,16840.0
-128.46,-24.2,6160.0,16840.0
-128.45,-24.2,6200.0,16840.0
-128.42,-24.2,6320.0,16840.0
-128.41,-24.2,6360.0,16840.0
-128.39,-24.2,6440.0,16840.0
-128.38,-24.2,6480.0,16840.0
-128.37,-24.2,6520.0,16840.0
-128.35,-24.2,6600.0,16840.0
-128.34,-24.2,6640.0,16840.0
-128.33,-24.2,6680.0,16840.0
-128.32,-24.2,6720.0,16840.0
-128.26,-24.2,6960.0,16840.0
-128.25,-24.2,7000.0,16840.0
-128.24,-24.2,7040.0,16840.0
-128.23,-24.2,7080.0,16840.0
-128.22,-24.2,7120.0,16840.0
-128.21,-24.2,7160.0,16840.0
-128.2,-24.2,7200.0,16840.0
-128.18,-24.2,7280.0,16840.0
-128.49,-24.21,6040.0,16880.0
-128.48,-24.21,6080.0,16880.0
-128.42,-24.21,6320.0,16880.0
-128.35,-24.21,6600.0,16880.0
-128.26,-24.21,6960.0,16880.0
-128.25,-24.21,7000.0,16880.0
-128.24,-24.21,7040.0,16880.0
-128.23,-24.21,7080.0,16880.0
-128.22,-24.21,7120.0,16880.0
-128.21,-24.21,7160.0,16880.0
-128.2,-24.21,7200.0,16880.0
-128.19,-24.21,7240.0,16880.0
-128.18,-24.21,7280.0,16880.0
-128.17,-24.21,7320.0,16880.0
-128.16,-24.21,7360.0,16880.0
-128.5,-24.22,6000.0,16920.0
-128.49,-24.22,6040.0,16920.0
-128.48,-24.22,6080.0,16920.0
-128.44,-24.22,6240.0,16920.0
-128.43,-24.22,6280.0,16920.0
-128.39,-24.22,6440.0,16920.0
-128.38,-24.22,6480.0,16920.0
-128.34,-24.22,6640.0,16920.0
-128.32,-24.22,6720.0,16920.0
-128.28,-24.22,6880.0,16920.0
-128.26,-24.22,6960.0,16920.0
-128.25,-24.22,7000.0,16920.0
-128.24,-24.22,7040.0,16920.0
-128.23,-24.22,7080.0,16920.0
-128.22,-24.22,7120.0,16920.0
-128.21,-24.22,7160.0,16920.0
-128.2,-24.22,7200.0,16920.0
-128.19,-24.22,7240.0,16920.0
-128.18,-24.22,7280.0,16920.0
-128.17,-24.22,7320.0,16920.0
-128.16,-24.22,7360.0,16920.0
-128.15,-24.22,7400.0,16920.0
-128.5,-24.23,6000.0,16960.0
