Longitude,Latitude,Tiff_Width,Tiff_Height
51.7,-46.15,6800.0,24640.0
51.71,-46.15,6840.0,24640.0
51.72,-46.15,6880.0,24640.0
51.73,-46.15,6920.0,24640.0
51.74,-46.15,6960.0,24640.0
51.75,-46.15,7000.0,24640.0
51.76,-46.15,7040.0,24640.0
51.77,-46.15,7080.0,24640.0
51.66,-46.16,6640.0,24680.0
51.67,-46.16,6680.0,24680.0
51.69,-46.16,6760.0,24680.0
51.7,-46.16,6800.0,24680.0
51.71,-46.16,6840.0,24680.0
51.72,-46.16,6880.0,24680.0
51.73,-46.16,6920.0,24680.0
51.77,-46.16,7080.0,24680.0
51.78,-46.16,7120.0,24680.0
51.79,-46.16,7160.0,24680.0
51.8,-46.16,7200.0,24680.0
51.81,-46.16,7240.0,24680.0
51.82,-46.16,7280.0,24680.0
51.64,-46.17,6560.0,24720.0
51.65,-46.17,6600.0,24720.0
51.66,-46.17,6640.0,24720.0
51.67,-46.17,6680.0,24720.0
51.68,-46.17,6720.0,24720.0
51.7,-46.17,6800.0,24720.0
51.71,-46.17,6840.0,24720.0
51.78,-46.17,7120.0,24720.0
51.8,-46.17,7200.0,24720.0
51.81,-46.17,7240.0,24720.0
51.82,-46.17,7280.0,24720.0
51.83,-46.17,7320.0,24720.0
51.84,-46.17,7360.0,24720.0
51.85,-46.17,7400.0,24720.0
51.61,-46.18,6440.0,24760.0
51.62,-46.18,6480.0,24760.0
51.63,-46.18,6520.0,24760.0
51.64,-46.18,6560.0,24760.0
51.65,-46.18,6600.0,24760.0
51.66,-46.18,6640.0,24760.0
51.67,-46.18,6680.0,24760.0
51.68,-46.18,6720.0,24760.0
51.69,-46.18,6760.0,24760.0
51.7,-46.18,6800.0,24760.0
51.79,-46.18,7160.0,24760.0
51.81,-46.18,7240.0,24760.0
51.82,-46.18,7280.0,24760.0
51.83,-46.18,7320.0,24760.0
51.84,-46.18,7360.0,24760.0
51.85,-46.18,7400.0,24760.0
51.86,-46.18,7440.0,24760.0
51.87,-46.18,7480.0,24760.0
51.57,-46.19,6280.0,24800.0
51.58,-46.19,6320.0,24800.0
51.59,-46.19,6360.0,24800.0
51.6,-46.19,6400.0,24800.0
51.61,-46.19,6440.0,24800.0
51.62,-46.19,6480.0,24800.0
51.63,-46.19,6520.0,24800.0
51.64,-46.19,6560.0,24800.0
51.65,-46.19,6600.0,24800.0
51.66,-46.19,6640.0,24800.0
51.67,-46.19,6680.0,24800.0
51.68,-46.19,6720.0,24800.0
51.69,-46.19,6760.0,24800.0
51.8,-46.19,7200.0,24800.0
51.81,-46.19,7240.0,24800.0
51.82,-46.19,7280.0,24800.0
51.83,-46.19,7320.0,24800.0
51.84,-46.19,7360.0,24800.0
51.85,-46.19,7400.0,24800.0
51.86,-46.19,7440.0,24800.0
51.87,-46.19,7480.0,24800.0
51.88,-46.19,7520.0,24800.0
51.89,-46.19,7560.0,24800.0
51.55,-46.2,6200.0,24840.0
51.56,-46.2,6240.0,24840.0
51.57,-46.2,6280.0,24840.0
51.58,-46.2,6320.0,24840.0
51.59,-46.2,6360.0,24840.0
51.6,-46.2,6400.0,24840.0
51.61,-46.2,6440.0,24840.0
51.62,-46.2,6480.0,24840.0
51.63,-46.2,6520.0,24840.0
51.64,-46.2,6560.0,24840.0
51.65,-46.2,6600.0,24840.0
51.66,-46.2,6640.0,24840.0
51.67,-46.2,6680.0,24840.0
51.68,-46.2,6720.0,24840.0
51.8,-46.2,7200.0,24840.0
