Longitude,Latitude,Tiff_Width,Tiff_Height
13.379999999999999,-10.0,13520.0,40.0
13.39,-10.0,13560.0,40.0
13.46,-10.0,13840.0,40.0
13.5,-10.0,14000.0,40.0
13.52,-10.0,14080.0,40.0
13.530000000000001,-10.0,14120.0,40.0
13.54,-10.0,14160.0,40.0
13.55,-10.0,14200.0,40.0
13.56,-10.0,14240.0,40.0
13.57,-10.0,14280.0,40.0
13.58,-10.0,14320.0,40.0
13.59,-10.0,14360.0,40.0
13.6,-10.0,14400.0,40.0
13.61,-10.0,14440.0,40.0
13.620000000000001,-10.0,14480.0,40.0
13.629999999999999,-10.0,14520.0,40.0
13.64,-10.0,14560.0,40.0
13.65,-10.0,14600.0,40.0
13.66,-10.0,14640.0,40.0
13.67,-10.0,14680.0,40.0
13.68,-10.0,14720.0,40.0
13.69,-10.0,14760.0,40.0
13.71,-10.0,14840.0,40.0
13.73,-10.0,14920.0,40.0
13.74,-10.0,14960.0,40.0
13.75,-10.0,15000.0,40.0
13.76,-10.0,15040.0,40.0
14.98,-10.0,19920.0,40.0
15.27,-10.0,21080.0,40.0
15.280000000000001,-10.0,21120.0,40.0
15.29,-10.0,21160.0,40.0
15.32,-10.0,21280.0,40.0
15.36,-10.0,21440.0,40.0
15.370000000000001,-10.0,21480.0,40.0
15.65,-10.0,22600.0,40.0
15.74,-10.0,22960.0,40.0
15.75,-10.0,23000.0,40.0
16.34,-10.0,25360.0,40.0
16.36,-10.0,25440.0,40.0
16.59,-10.0,26360.0,40.0
16.6,-10.0,26400.0,40.0
16.740000000000002,-10.0,26960.0,40.0
16.75,-10.0,27000.0,40.0
16.759999999999998,-10.0,27040.0,40.0
16.84,-10.0,27360.0,40.0
16.88,-10.0,27520.0,40.0
16.93,-10.0,27720.0,40.0
16.94,-10.0,27760.0,40.0
16.95,-10.0,27800.0,40.0
17.009999999999998,-10.0,28040.0,40.0
17.02,-10.0,28080.0,40.0
17.11,-10.0,28440.0,40.0
